"AdjustedFlag","AdjustmentCompleteFlag","AuxConcChangeRate","AuxinConc","AuxinPeak","AverageCellVolume","AverageLumenVolume","CambialInitials","CambiumWidth","CambiumWidth_averaged","CellCountedFlag","CellCrushed","CellCSArea","CellDead","CellDetermined","CellKey","CellLength","cellRD","cellTD","CellType","CellVolume","CellWallCSArea","CellWallCSArea0","CellWallThickness","ConductingXylemPosition","ConductiveStatus","CritCellCycleDuration","CritPreThickeningTimeThreshold","CritThickeningTimeThreshold","CritWallThickTimeFlag","CumulativeAuxinScore","CurrentAuxinCanal","DaysSinceCZExit","DaysSinceDeath","DaysSinceSecThickening","DBH_CABALA","DBH_CAMBIUM","DeadCells","DeadStemVolume","DifferentiationStatus","DistFromInitial","distfromray","DistFromRay","EnergyFactor","EquilibrationRate","etacr","etaf","etas","ExpansionHours","ExtractedWoodDensity","fCytokinin","fEnvironment","FEnvironment","FibreSegmentCount","FibreSegmentRDSum","FibreSegmentWASum","FibreSegmentWTSum","FinalGrowthSpurtFlag","FoliageAllocationMean","Form_segmentMaturingFibresCount","FormationDate","FormationDay","FSegmentActive","FSegmentEndDay","FSegmentStartDay","fTemp","FThickDurMean","fWaterStress","GPP","GreenHt","GrowingCells","GrowingDays","GrowingFinishedFlag","GrowthStopDay","gs1","gs2","HourlyGrowthRate_dendrodata","HourlyGrowthRate_dendrodata_averaged","IncrementDuration_DendroData","IncrementDuration_DendroData_averaged","IncrementHours","InitialCell","InitialiseLumenTest","JustDeadFibresCount","JustDiedFlag","LeafGrowthModifier","LeafModifierAuxin","LivingCellCount","LivingXylemTissueVolume","LivingXylemTissueWidth","logdate","LowerRadGrowthRate","LowerRadNeighbour","LowerTanGrowthRate","LowerTanInitialNeighbour","LowerTanNeighbour","LumenCSArea","LumenVolume","MaturingFibresCount","MaturingVesselsCount","MaxCellPosition","MaxCellRadGrowthRate","MaxDifferentiatedCellPosition","MaximumInitialWidth","MaxInitialPosition","MaxRadNonCrushableCellDistanceLower","MaxTanNonCrushableCellDistanceLower","MaxTanNonCrushableCellDistanceUpper","MaxTemp","MaxTempMean","MaxWallThickeningRate","MaxXMCPosition","MeanCambiumWidth","MeanFibGrowthDuration","MeanFibRadGrowthRate","MeanFibRadGrowthRateCounter","MeanFibreRD","MeanFibreWallArea","MeanFibreWallThickness","MeanVesselRD","MeanVessGrowthDuration","MeristematicStatus","MinInitialPosition","MinTemp","MinTempMean","MinXMCPosition","MinXylemWaterPotential","MotherCellNumber","NewRadialShift","NewSecondaryWallFlag","NightHours","NPP","NPPTree","obj","object_names","padded_obj","PhloemMotherCells","PhotosynthatePerCell","PNSLimitedGrowthStopped","PotCellRadGrowthRate","PotCellTanGrowthRate","PotentialAreaWallThickRate","PotentialLumenCSArea","PotentialLumenVolume","PotentialVolumetricWallthickRate","PotentialVolumetricWallThickRate","PreDawnWP","PreviousAuxinCanal","PrimaryWallThickRate","Qa","RadialShift","RadPosition","Rainfall","RelativeRadWallExtensibility","RelativeTanWallExtensibility","RunNumber","SapWoodVolume","ShapeParameter","ShrinkageHours","SoilWater","SPH","StemActivityModifier","StemAllocationMean","StorageCellCount","TanPosition","TempDropRate","ThickeningCells","TimeSinceMitosis","TotalCellsinStem","TotalStemVolume","treeheight","TreeHeight","UpperRadGrowthRate","UpperRadNeighbour","UpperTanGrowthrate","UpperTanGrowthRate","UpperTanInitialNeighbour","UpperTanNeighbour","VesselSegmentCount","VesselSegmentRDSum","VF","VPD","VSegmentActive","VSegmentEndDay","VSegmentStartDay","VThickDurMean","WallThickRate","wf","XylemMotherCells"
FALSE,FALSE,0,0.685521808075695,0,0,0,0,0,0,FALSE,FALSE,175,TRUE,TRUE,25,10,5,17.5,"RAY",2599.609375,87.5,0,0,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,652,2,0.073461957,0,0,0,"SECONDARYTHICKENING",29.7354396991432,0,0,0,0,0,0.199999899,0.69999963,0,0,1,0,0,0,0,0,0,FALSE,0.0265217610654571,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.999416712938362,0.000211267,0,0,11,FALSE,12,0.084825687,0.096153468,0,0,0,0,0,31,FALSE,0,FALSE,0.00016822191504789,0,0,0,0,"15/08/1990",0,NA,0,0,NA,87.5,1242.296875,0,0,0,0,0,0,35.8254550583661,-5,0,17.5,12.5,0,0,29.1251983470283,0,0,0,0,0,0,0,0,0,"MERISTEMATIC",0,4,0,0,0,0,0,TRUE,0,0.000168222,0.000117755401448391,0.000117755401448391,"AcclimationFactor","AcclimationFactor",0,0,FALSE,0,0,0,0,0,0,0,-0.301755488,FALSE,0,9,0,0,0.100000001,0,0,187,0,0,0,22.32835007,1428.571411,0,1.40865299039694e-05,0,10.25,0,0,1,0,0,0.150000006,0.150000006,0,NA,0,0,0,NA,0,0,0,0.588824391,TRUE,0,0,0,0,0.002584665,0
FALSE,FALSE,0,0.518249124671598,1.99822320948822,22122.0482690281,20453.0771718086,4,11,11,FALSE,FALSE,132.732289614169,TRUE,TRUE,27,500,5,16,"XYLEMMOTHERCELL",22122.0482690281,66.3704946390665,0,1.90443934477283,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,652,2,0.073461957,0.073461957,0,0,"SECONDARYTHICKENING",37.5055577429011,0,0,0.258064516129032,0.0753398346105239,0,0.104447454,0,14.0222924875357,0,1,0,0,0,0,0,0,FALSE,0.0265224121560696,0,"7531",1,FALSE,0,30000,-2.04450534116065,0,0.999999996,0.000174325,0,0,11,FALSE,12,0.082226574,0.093973972,0,0,0,0,0,77,FALSE,0,FALSE,5.859815511762e-05,0.162855030826368,25,16795569807.5961,0,"16/08/1990",0,NA,0,0,NA,66.3617949751022,11060.299162517,0,0,65.996062027989,0,0,8.625,0,-5,19,33.5,11,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,5,0,0,-1.35669958887133,0,0,TRUE,13.0222924875357,0.000112206,7.85442009660937e-05,7.85442009660937e-05,"AdjustedFlag","AdjustedFlag",0,1.85538745067036e-08,FALSE,0,0,18.5494577359881,59.9903586037567,9998.39310062612,0,3091.57628933135,-0.300000012,FALSE,0,8,0,0,1.399999976,0,0,187,2.11926316789773e-08,0,9.97770751246432,22.81924629,1428.571411,0,1.40865299039694e-05,25,25.5,0.534862612990472,0,1,759223.088357088,2.11926316789773e-08,0.150000006,0.150000006,0,NA,0,0,0,NA,0,0,0,0.409282833,FALSE,0,0,0,0,0.002596384,0
FALSE,FALSE,0,0.739530615447166,1.99822318563092,22122.0482690281,14357.9667876519,4,8,8,FALSE,FALSE,132.732289614169,TRUE,TRUE,28,500,5,16,"XYLEMMOTHERCELL",22122.0482690281,66.3704946390665,0,1.90443934477283,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,652,2,0.073461957,0.0998603818111956,0,0,"SECONDARYTHICKENING",27.6289016543888,0,0,0.32258064516129,0.0750455966669292,0,0,0,14.053868912062,0,1,0,0,0,0,0,0,FALSE,0.0265224121560696,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.999912578048989,0.000186047,0,0,11,FALSE,12,0.072662905,0.096289359,0,0,0,0,0,33,FALSE,0,FALSE,0,0.16285702980243,25,25088879884.6479,0,"17/08/1990",0,NA,0,0,NA,66.3617949751022,11060.299162517,0,0,65.996062027989,0,0,8.625,0,-5,33.5,49.5,10,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,3.5,0,0,-1.3577532219845,0,0,TRUE,13.053868912062,0.000115798,8.10586009970208e-05,8.10586009970208e-05,"AdjustmentCompleteFlag","AdjustmentCompleteFlag",0,1.24207575591847e-08,FALSE,0,0,18.5494577359881,59.9903586037567,9998.39310062612,0,3091.57628933135,-0.300262392,FALSE,0,10,0,0,0.600000024,0,0,187,3.91603304169908e-08,0,9.94613108793796,22.86546326,1428.571411,0,1.40865299039694e-05,25,41.5,0.498083484611992,0,1,1134111.97641104,3.91603304169908e-08,0.150000006,0.150000006,0,NA,0,0,0,NA,0,0,0,0.410787731,TRUE,0,0,0,0,0.002596384,0
FALSE,FALSE,0,0.679742734442909,1.99822318563092,22122.0482690281,14357.9667876519,4,8,8,FALSE,FALSE,132.732289614169,TRUE,TRUE,29,500,5,16,"XYLEMMOTHERCELL",22122.0482690281,66.3704946390665,0,1.90443934477283,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,652,2,0.073461957,0.0998603818111956,0,0,"SECONDARYTHICKENING",29.9706040602177,0,0,0.32258064516129,0.0779232599539463,0,0.899999976,0,14.053868912062,0,1,0,0,0,0,0,0,FALSE,0.026528320805912,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.998981645727369,0.000187282,0,0,11,FALSE,12,0.07192003,0.09659557,0,0,0,0,0,34,FALSE,0,FALSE,0.00053177848581924,0.16285702980243,25,25088879884.6479,0,"18/08/1990",0,NA,0,0,NA,66.3617949751022,11060.299162517,0,0,65.996062027989,0,0,8.625,0,-5,49.5,65.5,10.5,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,3,0,0,-1.4010324965933,0,0,TRUE,13.053868912062,0.000118173,8.27211010174695e-05,8.27211010174695e-05,"AuxConcChangeRate","AuxConcChangeRate",0,1.24207575591847e-08,FALSE,0,0,18.5494577359881,59.9903586037567,9998.39310062612,0,3091.57628933135,-0.303072244,FALSE,0,10,0,0,0,0,0,187,3.91603304169908e-08,0,9.94613108793796,22.30367279,1428.571411,0,1.40865299039694e-05,25,57.5,0.498083484611992,0,1,1134111.97641104,3.91603304169908e-08,0.150000006,0.150000006,0,NA,0,0,0,NA,0,0,0,0.473480046,TRUE,0,0,0,0,0.00270274,0
FALSE,FALSE,0,0.634526507429184,1.99822296913655,22122.0482690281,14357.9667876519,4,8,8,FALSE,FALSE,132.732289614169,TRUE,TRUE,31,500,5,16,"XYLEMMOTHERCELL",22122.0482690281,66.3704946390665,0,1.90443934477283,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,652,2,0.073461957,0.0998603818111956,0,0,"SECONDARYTHICKENING",31.8826966080815,0,0,0.290322580645161,0.0867866922089755,0,0.899999976,0,14.053868912062,0,1,0,0,0,0,0,0,FALSE,0.0265342980557526,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.998051310811084,0.000199122,0,0,11,FALSE,12,0.084769614,0.092314094,0,0,0,0,0,35,FALSE,0,FALSE,0.0005379524856546,0.162875169396418,25,25088879884.6479,0,"19/08/1990",0,NA,0,0,NA,66.3617949751022,11060.299162517,0,0,65.996062027989,0,0,8.625,0,-5,65.5,81.5,13.5,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,3.5,0,0,-1.51968880761642,0,0,TRUE,13.053868912062,0.000119545,8.36815010292825e-05,8.36815010292825e-05,"AuxinConc","AuxinConc",0,1.24207575591847e-08,FALSE,0,0,18.5494577359881,59.9903586037567,9998.39310062612,0,3091.57628933135,-0.305909216,FALSE,0,9,0,0,0,0,0,187,3.91603304169908e-08,0,9.94613108793796,21.69517708,1428.571411,0,1.40865299039694e-05,25,73.5,0.498083484611992,0,1,1134111.97641104,3.91603304169908e-08,0.150000006,0.150000006,0,NA,0,0,0,NA,0,0,0,0.700963914,TRUE,0,0,0,0,0.002810331,0
FALSE,FALSE,0,0.613543120317445,1.99822275014844,22122.0482690281,14357.9667876519,4,8,8,FALSE,FALSE,175,TRUE,TRUE,33,10,5.77131083700806,17.5,"RAY",2599.609375,74.002060352359,0,0,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,652,2,0.073461957,0.0998603818111956,0,0,"SECONDARYTHICKENING",32.8168220445514,0,0,0.290322580645161,0.0883636522901462,0,0.899999976,0,14.0222924875357,0,1,0,0,0,0,0,0,FALSE,0.0265401366555969,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.999999996,0.000208427,0,0,11,FALSE,12,0.093404196,0.088733725,0,0,0,0,0,36,FALSE,0,FALSE,0.00052547398598736,0.162893517537539,25,25088879884.6479,0,"20/08/1990",0,NA,0,0,NA,100.997939647641,1380.85269225602,0,0,65.996062027989,0,0,8.625,0,-5,81.5,10000,16,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,6.5,0,0,-1.54101482967933,0,0,TRUE,13.0222924875357,0.000116772,8.17404010054069e-05,8.17404010054069e-05,"AuxinConcChangeMethod","AuxinConcChangeMethod",0,1.24207575591847e-08,FALSE,0,0,0,0,0,0,0,-0.300000012,FALSE,0,9,0,0,2.700000048,0,0,187,3.91603304169908e-08,0,9.97770751246432,23.14003181,1428.571411,0,1.40865299039694e-05,25,90.25,0.641835135588567,0,1,1134111.97641104,3.91603304169908e-08,0.150000006,0.150000006,0,NA,0,0,0,NA,0,0,0,0.782289326,TRUE,0,0,0,0,0.002915426,0
FALSE,FALSE,0,1.45948532865118,1.99822253625924,22122.0482690281,14357.9667876519,4,8,8,FALSE,TRUE,86.1791334988084,TRUE,TRUE,34,10,4.92452191421762,17.5,"RAY",1409.54709634632,0,0,0,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,12,638,2,0.101194687,0.0998603818111956,0,0,"SECONDARYTHICKENING",24.7731787420344,0,0,0.225806451612903,0.0811981021731624,0,0.100000001,0.800000012,14.053868912062,0,1,0,0,0,0,0,0,FALSE,0.0265407163833805,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.999351038357222,0.000177694,0,0,11,FALSE,26,0.082552269,0.082857199,0,0,0,0,0,31,FALSE,0,FALSE,5.2175500521755e-05,0.162911438074792,25,25088879884.6479,0,"21/08/1990",0,13,0,0,NA,86.1791334988084,1229.25909840869,0,0,65.996062027989,0,0,8.625,0,6.07193581294268,0,17.5,14,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,7,0,0,-1.44114749584984,0,0,TRUE,13.053868912062,0.000104351,7.30457008984621e-05,7.30457008984621e-05,"AuxinLag","AuxinLag",0,1.24207575591847e-08,FALSE,0,0,0,0,0,0,0,-0.301953852,FALSE,0,7,0,4.96226095710881,0,0,0,187,3.91603304169908e-08,0,9.94613108793796,22.62825584,1428.571411,0,1.40865299039694e-05,25,10.25,0.925012185707984,0,0,1134111.97641104,3.91603304169908e-08,0.150000006,0.150000006,0,13,0,0,0,NA,0,0,0,0.551310539,TRUE,0,0,0,0,0.002925861,0
FALSE,FALSE,0,0.620456850479517,1.99822251502273,22122.0482690281,14357.9667876519,4,8,8,FALSE,FALSE,132.732289614169,TRUE,TRUE,35,500,5,16,"XYLEMMOTHERCELL",22122.0482690281,66.3704946390665,0,1.90443934477283,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,652,2,0.101194687,0.0998603818111956,0,0,"SECONDARYTHICKENING",32.5055577429011,0,0,0.387096774193548,0.0812998523053197,0,0.806231856,0,14.053868912062,0,1,0,0,0,0,0,0,FALSE,0.0265464286256616,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.999999996,0.000200596,0,0,11,FALSE,12,0.057130218,0.095030077,0,0,0,0,0,77,FALSE,0,FALSE,0.00051410180529696,0.162913217337884,25,25088879884.6479,0,"22/08/1990",0,NA,0,0,NA,66.3617949751022,11060.299162517,0,0,65.996062027989,0,0,8.625,0,7.42452191421762,19,33.5,10.5,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,1,0,0,-1.44257747886897,0,0,TRUE,13.053868912062,0.000127532,8.92724010980505e-05,8.92724010980505e-05,"AuxinPeak","AuxinPeak",0,1.24207575591847e-08,FALSE,0,0,18.5494577359881,59.9903586037567,9998.39310062612,0,3091.57628933135,-0.300000012,FALSE,0,12,0,5,4.5,0,0,187,3.91603304169908e-08,0,9.94613108793796,23.17520523,1428.571411,0,1.40865299039694e-05,25,25.5,0.462506092853992,0,1,1134111.97641104,3.91603304169908e-08,0.150000006,0.150000006,0,NA,0,0,0,NA,0,0,0,0.562375844,TRUE,0,0,0,0,0.003028681,0
FALSE,FALSE,0,0.899738011473814,1.99822230578268,22122.0482690281,14357.9667876519,4,8,8,FALSE,FALSE,132.732289614169,TRUE,TRUE,36,500,5.89334359392524,16,"FIBRE",22122.0482690281,50.7194698351113,0,1.39099931525467,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,620,2,0.101194687,0.0998603818111956,0,0,"SECONDARYTHICKENING",22.1822298574261,0,0,0.387096774193548,0.0773297052394452,0,0.89993006,0,14.053868912062,0,1,0,0,0,0,0,0,FALSE,0.0265538957953344,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.999999996,0.000238843,0,0,11,FALSE,44,0.081252038,0.102135688,0,0,0,0,0,33,FALSE,0,FALSE,0.0006720452705565,0.162930747944216,25,25088879884.6479,0,"23/08/1990",0,15,0,0,NA,82.0128197790575,13668.8032965096,0,0,65.996062027989,0,0,8.625,0,7.5,33.5,49.5,11,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,4,0,0,-1.38678155244356,0,0,TRUE,13.053868912062,0.000149355,0.000104548501285947,0.000104548501285947,"AuxinSenstoLeafGrowth","AuxinSenstoLeafGrowth",0,1.24207575591847e-08,FALSE,0,0,0,85.7128197790575,14285.4699631762,0,0,-0.300000012,FALSE,0,12,0,5.44667179696262,8.5,0,0,187,3.91603304169908e-08,0,9.94613108793796,23.19362068,1428.571411,0,1.40865299039694e-05,25,41.5,0.533660876369991,0,33,1134111.97641104,3.91603304169908e-08,0.150000006,0.150000006,0,15,0,0,0,NA,0,0,0,0.460437447,TRUE,0,0,0,0,0.00316309,0
FALSE,FALSE,0,0.793180032155331,1.99822203228681,22122.0482690281,14357.9667876519,4,8,8,FALSE,FALSE,75.2137869597873,TRUE,TRUE,38,500,3.57193581294268,16,"XYLEMMOTHERCELL",12535.6311599645,11.1895316799596,0,0.378708086459714,-200,"NONCONDUCTING",NA,0,0,FALSE,0,NA,87,638,2,0.101194687,0.0998603818111956,0,0,"SECONDARYTHICKENING",25.6846361537464,0,0,0.354838709677419,0.0713150150653963,0,0.899936378,0,14.0222924875357,0,1,0,0,0,0,0,0,FALSE,0.0265602309974603,0,"7531",1,TRUE,0,30000,-2.04450534116065,0,0.999999996,0.000189232,0,0,11,FALSE,26,0.058543067,0.082616165,0,0,0,0,0,34,FALSE,0,FALSE,0.00057016819132757,0.16295366149717,25,25088879884.6479,0,"24/08/1990",0,16,0,0,NA,64.0242552798277,10670.7092133046,0,0,65.996062027989,0,0,8.625,0,2.88565541850403,49.5,65.5,8,0,0,29.1251983470283,0,0,0,21,0,0,0,0,0,"MERISTEMATIC",0,3.5,0,0,-1.300000012,0,0,TRUE,13.0222924875357,0.000126713,8.86991010909989e-05,8.86991010909989e-05,"AUXINSHAPEPARAMETER","AUXINSHAPEPARAMETER",0,1.24207575591847e-08,FALSE,0,0,0,67.7242552798277,11287.3758799713,0,2.79699646622452e-13,-0.300000012,FALSE,0,11,0,4.28596790647134,1.399999976,0,0,187,3.91603304169908e-08,0,9.97770751246432,23.21537781,1428.571411,0,1.40865299039694e-05,25,57.5,0.427890090392378,0,0,1134111.97641104,3.91603304169908e-08,0.150000006,0.150000006,0,16,0,0,0,NA,0,0,0,0.266366124,TRUE,0,0,0,0,0.003277124,0
