ScenarioID,wDate,Rotation,age,vol,thinvol,ht,ba,diam,L,stocking,spla,CrownLength,greenht,WidthCrownBetween,WidthCrownWithin,rootdepth,crownvol,Lb,wf,Wb,Ws,Wbk,Wcr,Wfr,etaf,etab,etas,etabk,etacr,etafr,CAI,G,NPP,Y,rM,RfDM,Rcr,Rfr,Rs,Rb,leaflitterfall,finerootturnover,barklitterfall,branchlitterfall,CRootturnover,StemMortality,gs1,gs2,ax1,ax2,ASW,ASWtree,minmonthpredawn,runOff,SoilEvap,interception,TreeET,CrownEvap,Nfx,Nf,Nuptake,totalstandN,LLN,cumnminlitter,totallln,Npool,monthlyNmin,NH41,UREA1,NO31,NH42,UREA2,NO32,NO33,NH43,UREA3,NO3depth,NH4depth,drainagelossN,cumnminlayer1,cumnminlayer2,cumnminlayer3,totalsoiln,cumnminhumus,cumTOTALRNAC,BulkSoilCN1,BulkSoilCN2,BulkSoilCN3,NHUM1,NHUM2,NHUM3,totalsystemN,TOTALHUM,CARBO,CELLULOSE,LIGNIN,TOTCMASS,LL,foliagedebris,branchdebris,barkdebris,stemdebris,TOTALDEADROOTS,hum_1,hum_2,hum_3,totalllduff,RWC1,RWC2,RWC3,tx,tn,qa,rain,vpdnow,Ci,T1,T2,T3,Ca
187,25/08/1990,1,0.030136986,0.000406741,0,0.150000006,0.001148966,0.101194687,0.003131163,1428.571411,9.296077728,0.150000006,0,0.150000006,0.150000006,0.152940437,2.524494171,0.058914684,0.003368262,1.62264E-07,0.00020337,3.05721E-05,0,0.002623435,0.899941444,6.50852E-05,0,0,0,0.09999349,0.000406741,0.000157326,0.000101271,0.612006426,0.034331571,3.15692E-05,4.1736E-11,5.40117E-06,2.42364E-11,2.85862E-11,0,2.16573E-05,8.37821E-09,0,0,0,0.041202303,0.073922113,4.96170187,10.56928158,91.19999695,23.23261452,-0.300000012,1.902758598,0.696321249,0.000920073,0,0.000893213,0.02,0.016511602,0.001606124,0.104209237,8.22768E-10,8.83164E-13,5.6138E-08,9.392349243,0.75879699,1.54204309,0,0.27989471,1.821438432,0,0.361894369,0.6438784,4.743199825,0,0,0,0,0.148619011,0.165113121,0.445064813,12090.16309,0.75879699,0,16,17,17,2529.315674,2674.409912,6877.015137,12090.27051,202843.2813,0.00140984,0.002819982,0.000470352,81137.40625,5.53141E-05,0,0,5.53141E-05,0,0.234011203,40469.05078,45464.96875,116909.2578,5.6138E-05,1,1,1,7.5,2,10,2.599999905,0.305633485,207.0213776,7.66803503,8.462490082,9.256944656,350
187,26/08/1990,1,0.032876711,0.000406741,0,0.150000006,0.001148966,0.101194687,0.003225028,1428.571411,9.246497154,0.150000006,0,0.150000006,0.150000006,0.153080374,2.524494171,0.058914684,0.003487838,1.72139E-07,0.00020337,3.05637E-05,0,0.002615159,0.8999331,7.43158E-05,0,0,0,0.099992566,0.000406741,0.000233517,0.000132872,0.644370794,0.022878189,4.00851E-05,4.32451E-11,5.34234E-06,2.66236E-11,3.14018E-11,0,2.15625E-05,8.37591E-09,0,0,0,0.070184827,0.09479107,9.78739357,14.67608833,91.19999695,23.24694633,-0.300000012,6.803562164,0.895498455,0.000939349,0,0.000920073,0.02,0.016442131,0.002098969,0.105858706,1.03152E-09,2.83789E-12,6.45128E-08,10.17763042,0.780038178,1.634418726,0,0.349969387,1.931503415,0,0.436078787,0.772083521,5.053576469,0,0,0,0,0.167579755,0.173876747,0.438581645,12090.16797,0.780038178,0,16,17,17,2529.148193,2674.236084,6876.57666,12090.27734,202830.1875,0.001665423,0.003331224,0.000555649,81132.17969,6.34777E-05,0,0,6.34777E-05,0,0.254721761,40466.37109,45462.01563,116901.7969,6.45128E-05,1,1,1,10.5,3,11,7.699999809,0.470089287,195.1743622,9.667993546,9.337329865,9.006667137,350
187,27/08/1990,1,0.035616439,0.000406741,0,0.150000006,0.001148966,0.101194687,0.003359098,1428.571411,9.207593918,0.150000006,0,0.150000006,0.150000006,0.153247744,2.524494171,0.058914684,0.003648182,1.86748E-07,0.00020337,3.05553E-05,0,0.00261148,0.899926186,8.19962E-05,0,0,0,0.099991798,0.000406741,0.000279306,0.000178175,0.66449213,0.018951716,4.20168E-05,4.56405E-11,5.29321E-06,2.84296E-11,3.3532E-11,0,2.14945E-05,8.37362E-09,0,0,0,0.072316699,0.101190761,10.48129368,16.90926743,89.91002655,22.41821098,-0.303243756,0,1.289971352,0,0,0.000939349,0.02,0.016345724,0.002799154,0.108106852,1.26622E-09,3.84451E-12,7.28828E-08,10.95885658,0.776475906,1.672519326,0,0.308870584,2.060888052,0,0.580448389,0.954275846,5.381854057,0,0,0,0,0.16993916,0.173957065,0.432579666,12090.17285,0.776475906,0,16,17,17,2528.978271,2674.062256,6876.144043,12090.28418,202817.1563,0.001941648,0.003883762,0.00064784,81126.97656,7.16118E-05,0,0,7.16118E-05,0,0.275295496,40463.65234,45459.05859,116894.4453,7.28829E-05,1,1,1,12.5,1.5,15,0,0.69945091,182.8971252,9.917933464,9.346467018,8.774999619,350
187,28/08/1990,1,0.038356163,0.000406741,0,0.150000006,0.001148966,0.101194687,0.003481441,1428.571411,9.153606415,0.150000006,0,0.150000006,0.150000006,0.153411701,2.524494171,0.058914684,0.003803355,2.006E-07,0.00020337,3.0547E-05,0,0.002607257,0.899927676,8.03296E-05,0,0,0,0.09999197,0.000406741,0.000273599,0.000172428,0.626678288,0.019228226,5.40151E-05,4.93332E-11,5.26071E-06,3.2718E-11,3.859E-11,0,2.14642E-05,8.37132E-09,0,0,0,0.086834095,0.086794712,13.37056923,15.41159344,88.69921875,21.63936806,-0.306975365,0,1.209703207,0,0.001103952,0,0.02,0.016219554,0.002689288,0.110121369,1.52086E-09,9.57619E-12,8.12494E-08,11.76637268,0.803466022,1.778279305,0,0.399398535,2.159758806,0,0.664923549,1.082480907,5.681531429,0,0,0,0,0.191265181,0.184318453,0.427882403,12090.17676,0.803466022,0,16,17,17,2528.786865,2673.87793,6875.71582,12090.29102,202803.6875,0.002238415,0.004477398,0.000746892,81121.59375,7.97165E-05,0,0,7.97165E-05,0,0.295770526,40460.58984,45455.92188,116887.1719,8.12495E-05,0.915133476,1,1,16,2.5,11,0,0.982649744,172.436264,12.16784763,10.38086796,8.593889236,350
187,29/08/1990,1,0.04109589,0.000406741,0,0.150000006,0.001148966,0.101194687,0.003586468,1428.571411,9.082950592,0.150000006,0,0.150000006,0.150000006,0.153576046,2.524494171,0.058914684,0.003948572,2.12885E-07,0.00020337,3.05386E-05,0,0.002601963,0.89993149,7.61373E-05,0,0,0,0.099992387,0.000406741,0.000274229,0.000161364,0.588915229,0.0190893,6.71221E-05,5.28721E-11,5.2347E-06,3.7038E-11,4.36854E-11,0,2.14295E-05,8.36903E-09,0,0,0,0.094355129,0.091459341,14.23582268,15.1106348,87.63550568,21.02428818,-0.310493976,0,1.062835097,0,0.000878045,0,0.02,0.016105566,0.002500192,0.111973874,1.7913E-09,1.85388E-11,8.96064E-08,12.59901905,0.828485906,1.891615033,0,0.50137496,2.259777784,0,0.757662892,1.210686088,5.977901936,0,0,0,0,0.210215881,0.193694562,0.424575478,12090.18164,0.828485906,0,16,17,17,2528.57666,2673.684082,6875.291504,12090.29688,202789.8125,0.002555617,0.005111921,0.000852771,81116.05469,8.77919E-05,0,0,8.77919E-05,0,0.316142708,40457.22656,45452.62891,116879.9531,8.96066E-05,0.83550036,0.999974787,1,15.5,7,10,0,0.693977237,184.7830353,14.16776943,11.31721783,8.466666222,350
187,30/08/1990,1,0.043835618,0.000406741,0,0.150000006,0.001148966,0.101194687,0.00372253,1428.571411,9.019117355,0.150000006,0,0.150000006,0.150000006,0.153771922,2.524494171,0.058914684,0.004127377,2.29344E-07,0.00020337,3.05302E-05,0,0.002600444,0.89992547,8.28382E-05,0,0,0,0.099991716,0.000406741,0.00032687,0.000198689,0.638798118,0.015930455,6.06578E-05,5.59873E-11,5.20704E-06,3.80383E-11,4.48651E-11,0,2.1386E-05,8.36674E-09,0,0,0,0.09796831,0.103872865,14.84778404,17.19286537,89.91107941,23.34355927,-0.300000012,0,1.222479939,0.001075941,0.000872855,0,0.02,0.016000938,0.003059782,0.114406854,2.09573E-09,1.28842E-11,9.795E-08,13.40300846,0.799640656,1.97719872,0,0.612522602,2.345542431,0,0.857815921,1.338891268,6.271037579,0,0,0,0,0.191509962,0.186789885,0.421340793,12090.18555,0.799640656,0,16,17,17,2528.385254,2673.497314,6874.870117,12090.30371,202776.4063,0.002893153,0.005787116,0.000965439,81110.70313,9.58382E-05,0,0,9.58382E-05,0,0.336403608,40454.16406,45449.45703,116872.7891,9.79504E-05,0.765539289,0.999954641,1,14,6,13,3.5,0.606494606,184.4816589,12.91770172,10.62996197,8.342222214,350
187,31/08/1990,1,0.046575341,0.000406741,0,0.150000006,0.001148966,0.101194687,0.003867747,1428.571411,8.960524559,0.150000006,0,0.150000006,0.150000006,0.153961316,2.524494171,0.058914684,0.004316429,2.47587E-07,0.00020337,3.05219E-05,0,0.002600077,0.899921834,8.68382E-05,0,0,0,0.099991314,0.000406741,0.000316032,0.000210076,0.660091877,0.016404761,5.00849E-05,6.0164E-11,5.18428E-06,3.86301E-11,4.55632E-11,0,2.13735E-05,8.36445E-09,0,0,0,0.078141168,0.098106824,11.79049015,16.78459549,90.24617004,23.37333298,-0.300000012,0,1.2637918,0.001116759,0,0.001075941,0.02,0.015869441,0.003210273,0.116860881,2.43292E-09,8.12058E-12,1.06298E-07,14.17615032,0.769352019,2.040795088,0,0.730781734,2.413042545,0,0.964017987,1.467096329,6.560416222,0,0,0,0,0.176995963,0.174772114,0.417583913,12090.18945,0.769352019,0,16,17,17,2528.208252,2673.32251,6874.452637,12090.30957,202763.5156,0.003250943,0.006502823,0.001084871,81105.55469,0.000103855,0,0,0.000103855,0,0.356584519,40451.33203,45446.48438,116865.6953,0.000106299,0.915268004,0.999934614,1,13,2.5,14,1.600000024,0.695453525,178.9151154,10.66761494,9.432557106,8.197500229,350
187,01/09/1990,1,0.049315069,0.000406741,0,0.150000006,0.001148966,0.101194687,0.00399132,1428.571411,8.88688755,0.150000006,0,0.150000006,0.150000006,0.154142708,2.524494171,0.058914684,0.004491246,2.6366E-07,0.00020337,3.05135E-05,0,0.00259813,0.89992553,8.27428E-05,0,0,0,0.099991724,0.000406741,0.000302688,0.000194257,0.634797812,0.017079573,5.73362E-05,6.48549E-11,5.16963E-06,4.30932E-11,5.08273E-11,0,2.13705E-05,8.36215E-09,0,0,0,0.084261999,0.089349277,13.06406307,15.57535458,89.11540222,22.65788269,-0.30273971,0,1.13076663,0,0,0.001116759,0.02,0.015737761,0.002945525,0.119024493,2.78828E-09,1.49548E-11,1.1465E-07,14.96405125,0.784261882,2.108305454,0,0.856869221,2.480036259,0,1.076411247,1.595301509,6.847127438,0,0,0,0,0.188833669,0.180512056,0.414916188,12090.19336,0.784261882,0,16,17,17,2528.019287,2673.14209,6874.037598,12090.31641,202750.3594,0.003628907,0.007258894,0.001211041,81100.30469,0.000111843,0,0,0.000111843,0,0.376695156,40448.30859,45443.41406,116858.6406,0.000114651,0.937313497,0.999934614,1,14.5,3.5,11,0,0.784287095,175.68013,11.91752148,10.00626087,8.095000267,350
187,02/09/1990,1,0.052054796,0.000406741,0,0.150000006,0.001148966,0.101194687,0.004067982,1428.571411,8.813145638,0.150000006,0,0.150000006,0.150000006,0.154279917,2.524494171,0.058914684,0.004615811,2.73886E-07,0.00020337,3.05056E-05,0,0.002590616,0.899930775,7.38756E-05,0,3.0247E-06,0,0.099992312,0.000406741,0.000228963,0.000138416,0.541595399,0.022535345,6.87966E-05,6.90641E-11,5.15959E-06,4.8047E-11,5.66701E-11,0,2.13545E-05,8.35986E-09,0,0,0,0.07630688,0.075743496,11.32722092,12.01786327,88.76676941,22.59243011,-0.303106397,0,0.746831357,0.001197396,0.000605474,0,0.02,0.015621291,0.002084303,0.120372251,3.15552E-09,2.67559E-11,1.22992E-07,15.77612305,0.808168173,2.183503866,0,0.992018163,2.549073935,0,1.195381284,1.723506689,7.132638931,0,0,0,0,0.205408946,0.189042374,0.413716823,12090.19727,0.808168173,0,16,17,17,2527.813965,2672.953125,6873.624023,12090.32227,202736.8281,0.00402696,0.00805516,0.001343922,81094.89844,0.000119803,0,0,0.000119803,0,0.396722823,40445.02344,45440.20313,116851.6094,0.000122992,0.86292094,0.999934614,1,14,7.5,7,0.400000006,0.513873637,191.3347168,13.66744232,10.85844326,8.049444199,350
187,03/09/1990,1,0.05479452,0.000406741,0,0.150000006,0.001148966,0.101194687,0.004194058,1428.571411,8.747922897,0.150000006,0,0.150000006,0.150000006,0.154474288,2.524494171,0.058914684,0.004794348,2.91126E-07,0.00020337,3.05056E-05,0,0.002589161,0.899883866,8.68958E-05,0,4.21202E-05,0,0.099987097,0.000406741,0.000324362,0.0001984,0.667054296,0.01582237,4.87711E-05,7.16298E-11,5.13201E-06,4.5831E-11,5.40564E-11,0,2.12927E-05,8.35769E-09,0,0,0,0.075632855,0.095045693,11.33961678,15.59785748,87.92455292,22.25080299,-0.304656923,0,1.140999913,0.001220395,0,0.001197396,0.02,0.015544573,0.002973731,0.122779146,3.57088E-09,9.47176E-12,1.31316E-07,16.53901291,0.758125782,2.22347331,0,1.1321311,2.596960545,0,1.319031239,1.85171175,7.415705681,0,0,0,0,0.174584046,0.172269911,0.41127184,12090.20215,0.758125782,0,16,17,17,2527.639404,2672.780762,6873.212402,12090.3291,202724.125,0.004444991,0.008891379,0.001483473,81089.82031,0.000127733,0,0,0.000127733,0,0.416622192,40442.23047,45437.27344,116844.6172,0.000131317,0.839998424,0.999920607,1,11,4,14,0.300000012,0.455626011,185.8909607,10.41739368,9.1864748,7.955555439,350
